,subject,sex,age,lop,viet,trial,tone1,tone2,group,pair,actual,response,correct,rt,logrt
267,VF6,f,24,12,100,117,214,214,same,214-214,same,same,TRUE,1.59547185897827,0.467169528835877
268,VF6,f,24,12,100,118,33,35,33/35,33-35,different,different,TRUE,1.86430811882019,0.622890002399133
269,VF6,f,24,12,100,119,214,21,21/214,214-21,different,different,TRUE,2.08951115608215,0.736930142007231
270,VF6,f,24,12,100,120,214,35,35/214,214-35,different,different,TRUE,2.01020002365112,0.698234231374059
271,VF6,f,24,12,100,121,212,33,33/212,212-33,different,different,TRUE,1.77901411056519,0.576059340392088
272,VF6,f,24,12,100,122,35,212,35/212,35-212,different,different,TRUE,1.86432099342346,0.622896908209759
273,VF6,f,24,12,100,123,33,35,33/35,33-35,different,different,TRUE,1.75922417640686,0.564872903005536
274,VF6,f,24,12,100,124,33,33,same,33-33,same,same,TRUE,1.80621480941772,0.591233390013507
275,VF6,f,24,12,100,125,33,214,33/214,33-214,different,different,TRUE,1.79352807998657,0.584184674397648
276,VF6,f,24,12,100,126,21,214,21/214,21-214,different,different,TRUE,1.92404103279114,0.654427678830622
277,VF6,f,24,12,100,127,214,214,same,214-214,same,same,TRUE,1.65176105499268,0.501842024802495
278,VF6,f,24,12,100,128,214,21,21/214,214-21,different,different,TRUE,1.78775715827942,0.580961850010185
279,VF6,f,24,12,100,129,35,214,35/214,35-214,different,different,TRUE,1.89500904083252,0.639223609410882
280,VF6,f,24,12,100,130,35,35,same,35-35,same,different,FALSE,1.76857709884644,0.570175324328877
281,VF6,f,24,12,100,131,212,212,same,212-212,same,same,TRUE,2.44438099861145,0.893791920571759
282,VF6,f,24,12,100,132,212,35,35/212,212-35,different,different,TRUE,1.84950017929077,0.614915429230497
283,VF6,f,24,12,100,133,214,212,212/214,214-212,different,different,TRUE,3.88587403297424,1.35734793482878
284,VF6,f,24,12,100,134,33,212,33/212,33-212,different,different,TRUE,2.35583686828613,0.856896022426935
285,VF6,f,24,12,100,135,33,21,33/21,33-21,different,different,TRUE,2.56335210800171,0.941315819140582
286,VF6,f,24,12,100,136,214,35,35/214,214-35,different,different,TRUE,1.83582806587219,0.607495641774124
287,VF6,f,24,12,100,137,21,33,33/21,21-33,different,different,TRUE,1.77132391929626,0.57172724399389
288,VF6,f,24,12,100,138,212,214,212/214,212-214,different,same,FALSE,3.90043091773987,1.36108703876001
289,VF6,f,24,12,100,139,21,21,same,21-21,same,same,TRUE,1.45882201194763,0.377629268916992
290,VF6,f,24,12,100,140,212,212,same,212-212,same,same,TRUE,1.9727029800415,0.679404673407547
291,VF6,f,24,12,100,141,214,214,same,214-214,same,same,TRUE,1.60301518440247,0.471886346073173
292,VF6,f,24,12,100,142,21,212,21/212,21-212,different,same,FALSE,1.48385000228882,0.394640063011817
293,VF6,f,24,12,100,143,212,21,21/212,212-21,different,different,TRUE,1.98027610778809,0.683236283362244
294,VF6,f,24,12,100,144,21,21,same,21-21,same,same,TRUE,1.62331295013428,0.484469091962101
295,VF6,f,24,12,100,145,214,33,33/214,214-33,different,different,TRUE,1.71175909042358,0.537521549607291
296,VF6,f,24,12,100,146,35,33,33/35,35-33,different,different,TRUE,1.9963710308075,0.691331047792495
297,VF6,f,24,12,100,147,35,21,21/35,35-21,different,different,TRUE,1.91956281661987,0.652097460435033
298,VF6,f,24,12,100,148,33,33,same,33-33,same,same,TRUE,1.68724894523621,0.523099359503359
299,VF6,f,24,12,100,149,35,35,same,35-35,same,same,TRUE,2.09129285812378,0.737782467131027
300,VF6,f,24,12,100,150,21,35,21/35,21-35,different,different,TRUE,1.58823013305664,0.462620272385903
301,VM1,m,47,12,100,1,21,33,33/21,21-33,different,different,TRUE,2.18794870249985,0.782964439357957
302,VM1,m,47,12,100,2,33,21,33/21,33-21,different,same,FALSE,1.93146243822412,0.658277455989268
303,VM1,m,47,12,100,3,33,33,same,33-33,same,different,FALSE,2.53935306031781,0.931909347926442
304,VM1,m,47,12,100,4,35,212,35/212,35-212,different,different,TRUE,2.89923730998999,1.06444770584759
305,VM1,m,47,12,100,5,212,212,same,212-212,same,same,TRUE,3.09436653502053,1.12958321152747
306,VM1,m,47,12,100,6,21,21,same,21-21,same,same,TRUE,2.12581948129809,0.754157366294986
307,VM1,m,47,12,100,7,214,214,same,214-214,same,same,TRUE,2.66513149540697,0.980253398016673
308,VM1,m,47,12,100,8,33,35,33/35,33-35,different,different,TRUE,2.10289709328208,0.743315962228987
309,VM1,m,47,12,100,9,214,212,212/214,214-212,different,same,FALSE,4.83502178656636,1.57588563490676
310,VM1,m,47,12,100,10,21,212,21/212,21-212,different,same,FALSE,2.78258139657555,1.02337905677674
311,VM1,m,47,12,100,11,35,21,21/35,35-21,different,different,TRUE,2.80482267393381,1.03134031912742
312,VM1,m,47,12,100,12,212,33,33/212,212-33,different,different,TRUE,2.96405634106486,1.08655871570961
313,VM1,m,47,12,100,13,35,33,33/35,35-33,different,different,TRUE,2.76526309983456,1.01713578409469
314,VM1,m,47,12,100,14,212,212,same,212-212,same,same,TRUE,2.57420835316589,0.945542051183934
315,VM1,m,47,12,100,15,21,214,21/214,21-214,different,different,TRUE,2.15811708176625,0.769236120121505
316,VM1,m,47,12,100,16,21,21,same,21-21,same,same,TRUE,3.28967148916854,1.19078770847525
317,VM1,m,47,12,100,17,35,35,same,35-35,same,same,TRUE,2.32864807872102,0.845287875457797
318,VM1,m,47,12,100,18,33,212,33/212,33-212,different,different,TRUE,2.53652664348192,0.930795682003314
319,VM1,m,47,12,100,19,35,35,same,35-35,same,same,TRUE,2.98952936664864,1.09511597255488
320,VM1,m,47,12,100,20,33,33,same,33-33,same,same,TRUE,2.40341183848795,0.876889327208135
321,VM1,m,47,12,100,21,212,21,21/212,212-21,different,different,TRUE,2.22487490525236,0.799700691679179
322,VM1,m,47,12,100,22,214,35,35/214,214-35,different,different,TRUE,2.66591458025505,0.980547180828751
323,VM1,m,47,12,100,23,214,33,33/214,214-33,different,different,TRUE,2.73974197321513,1.00786374560623
324,VM1,m,47,12,100,24,214,214,same,214-214,same,same,TRUE,2.58809351867239,0.950921511485162
325,VM1,m,47,12,100,25,35,214,35/214,35-214,different,different,TRUE,2.18426993531466,0.781281647001006
326,VM1,m,47,12,100,26,212,35,35/212,212-35,different,different,TRUE,2.98805042015738,1.09462114134419
327,VM1,m,47,12,100,27,21,35,21/35,21-35,different,different,TRUE,2.53818580853113,0.93144957722359
328,VM1,m,47,12,100,28,214,21,21/214,214-21,different,different,TRUE,2.14264458208345,0.762040852099021
329,VM1,m,47,12,100,29,33,214,33/214,33-214,different,different,TRUE,3.59488795023935,1.27951282246456
330,VM1,m,47,12,100,30,212,214,212/214,212-214,different,different,TRUE,2.2938165157102,0.830217031075039
331,VM1,m,47,12,100,31,212,212,same,212-212,same,same,TRUE,1.92915102314146,0.657080021756613
332,VM1,m,47,12,100,32,33,21,33/21,33-21,different,different,TRUE,2.92773813540407,1.07423015746979
333,VM1,m,47,12,100,33,214,214,same,214-214,same,same,TRUE,3.05733194459754,1.11754262209637
334,VM1,m,47,12,100,34,212,212,same,212-212,same,same,TRUE,2.14663504397322,0.763901520271273
335,VM1,m,47,12,100,35,212,35,35/212,212-35,different,different,TRUE,1.88449658738682,0.633660722838203
336,VM1,m,47,12,100,36,21,35,21/35,21-35,different,different,TRUE,2.32005402707728,0.841590472940377
337,VM1,m,47,12,100,37,214,21,21/214,214-21,different,different,TRUE,2.41488618012227,0.88165215560971
338,VM1,m,47,12,100,38,214,33,33/214,214-33,different,different,TRUE,2.35046478426375,0.854613089137841
339,VM1,m,47,12,100,39,35,35,same,35-35,same,same,TRUE,2.42044986653491,0.883953418154571
340,VM1,m,47,12,100,40,212,21,21/212,212-21,different,different,TRUE,2.02821542594756,0.707156305899783
341,VM1,m,47,12,100,41,33,212,33/212,33-212,different,different,TRUE,3.1601828608982,1.15062989329742
342,VM1,m,47,12,100,42,21,21,same,21-21,same,same,TRUE,2.3596758118365,0.858524241735798
343,VM1,m,47,12,100,43,214,214,same,214-214,same,same,TRUE,2.34443355580152,0.852043818690165
344,VM1,m,47,12,100,44,33,33,same,33-33,same,same,TRUE,2.30831609178858,0.836518294116134
345,VM1,m,47,12,100,45,35,33,33/35,35-33,different,different,TRUE,2.12542056338862,0.753969694977226
346,VM1,m,47,12,100,46,21,21,same,21-21,same,same,TRUE,1.9537922214804,0.669772213002656
347,VM1,m,47,12,100,47,35,21,21/35,35-21,different,different,TRUE,3.45498705119826,1.2398187093684
348,VM1,m,47,12,100,48,33,35,33/35,33-35,different,different,TRUE,2.13319304933248,0.757619941409954
349,VM1,m,47,12,100,49,21,212,21/212,21-212,different,different,TRUE,2.2879808981088,0.827669724754029
350,VM1,m,47,12,100,50,33,33,same,33-33,same,same,TRUE,1.92276448835037,0.653763988149815
351,VM1,m,47,12,100,51,21,33,33/21,21-33,different,different,TRUE,2.5633554769156,0.941317133400792
352,VM1,m,47,12,100,52,214,212,212/214,214-212,different,same,FALSE,2.24423717529862,0.808365675167406
353,VM1,m,47,12,100,53,35,212,35/212,35-212,different,different,TRUE,2.61497943199356,0.961256232091522
354,VM1,m,47,12,100,54,33,214,33/214,33-214,different,different,TRUE,3.03922928031534,1.11160395706287
355,VM1,m,47,12,100,55,212,214,212/214,212-214,different,different,TRUE,2.8764233096299,1.05654761596455
356,VM1,m,47,12,100,56,214,35,35/214,214-35,different,different,TRUE,2.33594725048169,0.848417483581612
357,VM1,m,47,12,100,57,35,214,35/214,35-214,different,different,TRUE,5.00681174793863,1.6107993348656
358,VM1,m,47,12,100,58,212,33,33/212,212-33,different,different,TRUE,2.31687679336756,0.840220068968443
359,VM1,m,47,12,100,59,21,214,21/214,21-214,different,different,TRUE,2.1447911709547,0.763042191442285
360,VM1,m,47,12,100,60,35,35,same,35-35,same,same,TRUE,2.15824214444729,0.769294068348016
361,VM1,m,47,12,100,61,212,33,33/212,212-33,different,different,TRUE,2.74651010954403,1.01033105467635
362,VM1,m,47,12,100,62,35,212,35/212,35-212,different,different,TRUE,2.35759720577335,0.857642967241013
363,VM1,m,47,12,100,63,214,33,33/214,214-33,different,different,TRUE,3.79100549120631,1.33263128501806
364,VM1,m,47,12,100,64,212,212,same,212-212,same,same,TRUE,1.72708049805078,0.546432409572632
365,VM1,m,47,12,100,65,33,214,33/214,33-214,different,different,TRUE,2.49028102548618,0.912395565749258
366,VM1,m,47,12,100,66,21,21,same,21-21,same,same,TRUE,2.22676431390573,0.800549551469385
367,VM1,m,47,12,100,67,35,214,35/214,35-214,different,different,TRUE,2.53361877557472,0.929648626845843
368,VM1,m,47,12,100,68,33,33,same,33-33,same,same,TRUE,2.20101679174695,0.788919431659681
369,VM1,m,47,12,100,69,35,33,33/35,35-33,different,different,TRUE,2.10301830789831,0.743373602292897
370,VM1,m,47,12,100,70,33,33,same,33-33,same,same,TRUE,1.98604300360603,0.6861442187652
371,VM1,m,47,12,100,71,33,21,33/21,33-21,different,different,TRUE,1.67977152649837,0.518657788034933
372,VM1,m,47,12,100,72,21,21,same,21-21,same,same,TRUE,2.28278662764933,0.825396901791053
373,VM1,m,47,12,100,73,214,21,21/214,214-21,different,different,TRUE,2.13137098211155,0.756765426238713
374,VM1,m,47,12,100,74,35,35,same,35-35,same,same,TRUE,2.46019671398972,0.900241311783709
375,VM1,m,47,12,100,75,214,214,same,214-214,same,same,TRUE,1.94824585143942,0.666929404361324
376,VM1,m,47,12,100,76,212,21,21/212,212-21,different,different,TRUE,5.53016063180985,1.71021686245593
377,VM1,m,47,12,100,77,33,212,33/212,33-212,different,different,TRUE,1.95132816578553,0.668510251384306
378,VM1,m,47,12,100,78,212,35,35/212,212-35,different,different,TRUE,1.86624962001224,0.623930866260922
379,VM1,m,47,12,100,79,21,33,33/21,21-33,different,different,TRUE,2.40134413533087,0.876028636968717
380,VM1,m,47,12,100,80,214,212,212/214,214-212,different,same,FALSE,3.07319438333798,1.12271753638309
381,VM1,m,47,12,100,81,35,21,21/35,35-21,different,different,TRUE,3.1766718957806,1.15583407509757
382,VM1,m,47,12,100,82,214,35,35/214,214-35,different,different,TRUE,2.28185539161495,0.824988880288659
383,VM1,m,47,12,100,83,21,35,21/35,21-35,different,different,TRUE,2.29326367449539,0.82997598832254
384,VM1,m,47,12,100,84,212,214,212/214,212-214,different,different,TRUE,5.04553821209993,1.61850433039489
385,VM1,m,47,12,100,85,214,214,same,214-214,same,same,TRUE,2.23503384389915,0.804256370635064
386,VM1,m,47,12,100,86,33,35,33/35,33-35,different,different,TRUE,2.42206157189503,0.884619066729746
387,VM1,m,47,12,100,87,212,212,same,212-212,same,same,TRUE,2.47560764434456,0.906485878753792
388,VM1,m,47,12,100,88,21,212,21/212,21-212,different,different,TRUE,4.38466205494478,1.47811255442658
389,VM1,m,47,12,100,89,35,35,same,35-35,same,same,TRUE,2.05036948008637,0.718020011098562
390,VM1,m,47,12,100,90,21,214,21/214,21-214,different,different,TRUE,2.03825699807203,0.71209502992775
391,VM1,m,47,12,100,91,33,21,33/21,33-21,different,different,TRUE,2.54262521342025,0.933197095877486
392,VM1,m,47,12,100,92,212,35,35/212,212-35,different,different,TRUE,2.01765051455004,0.701933722864961
393,VM1,m,47,12,100,93,33,33,same,33-33,same,same,TRUE,1.8954976148234,0.639481397637084
394,VM1,m,47,12,100,94,214,214,same,214-214,same,same,TRUE,2.22456577593402,0.799561739689037
395,VM1,m,47,12,100,95,33,33,same,33-33,same,same,TRUE,1.79986826730601,0.587713477393984
396,VM1,m,47,12,100,96,35,214,35/214,35-214,different,different,TRUE,1.87834157892212,0.630389248657181
397,VM1,m,47,12,100,97,21,35,21/35,21-35,different,different,TRUE,2.41161723376717,0.880297573803953
398,VM1,m,47,12,100,98,212,33,33/212,212-33,different,different,TRUE,1.89661035210884,0.640068267698316
399,VM1,m,47,12,100,99,21,21,same,21-21,same,same,TRUE,2.03889321441238,0.71240711867227
400,VM1,m,47,12,100,100,21,33,33/21,21-33,different,different,TRUE,2.0480798708013,0.716902705831503
401,VM1,m,47,12,100,101,33,212,33/212,33-212,different,different,TRUE,2.88872178232123,1.06081411443109
402,VM1,m,47,12,100,102,33,35,33/35,33-35,different,different,TRUE,2.07914865015482,0.731958507115785
403,VM1,m,47,12,100,103,212,212,same,212-212,same,same,TRUE,4.11985046349582,1.41581686743474
404,VM1,m,47,12,100,104,212,212,same,212-212,same,same,TRUE,2.0117417833826,0.699000905722407
405,VM1,m,47,12,100,105,35,35,same,35-35,same,same,TRUE,2.09421261171519,0.739177641064529
406,VM1,m,47,12,100,106,21,21,same,21-21,same,same,TRUE,1.68621642387006,0.522487216626281
407,VM1,m,47,12,100,107,33,214,33/214,33-214,different,different,TRUE,1.83608065068256,0.607633218620535
408,VM1,m,47,12,100,108,214,214,same,214-214,same,same,TRUE,2.04055686888751,0.7132227455501
409,VM1,m,47,12,100,109,35,21,21/35,35-21,different,different,TRUE,1.93903161711933,0.662188682016862
410,VM1,m,47,12,100,110,214,212,212/214,214-212,different,same,FALSE,7.43779061042005,2.00657384377832
411,VM1,m,47,12,100,111,214,21,21/214,214-21,different,different,TRUE,1.91712704701058,0.650827735738426
412,VM1,m,47,12,100,112,21,212,21/212,21-212,different,different,TRUE,3.89699002960697,1.3602044678742
413,VM1,m,47,12,100,113,214,35,35/214,214-35,different,different,TRUE,2.38460305101762,0.869032674856333
414,VM1,m,47,12,100,114,21,214,21/214,21-214,different,different,TRUE,3.33431566336367,1.20426745991981
415,VM1,m,47,12,100,115,35,33,33/35,35-33,different,different,TRUE,2.36926908232272,0.862581503497479
416,VM1,m,47,12,100,116,35,212,35/212,35-212,different,different,TRUE,3.81684280195623,1.33942358925147
417,VM1,m,47,12,100,117,214,33,33/214,214-33,different,different,TRUE,2.83458887724555,1.04189690981915
418,VM1,m,47,12,100,118,35,35,same,35-35,same,different,FALSE,1.87936581029498,0.630934384982149
419,VM1,m,47,12,100,119,212,21,21/212,212-21,different,different,TRUE,3.53635796919116,1.2630973752824
420,VM1,m,47,12,100,120,212,214,212/214,212-214,different,same,FALSE,7.73570854107675,2.04584708177899
421,VM1,m,47,12,100,121,33,212,33/212,33-212,different,different,TRUE,2.16523539363698,0.772529082397224
422,VM1,m,47,12,100,122,214,214,same,214-214,same,same,TRUE,2.29523453423462,0.830835031857386
423,VM1,m,47,12,100,123,214,212,212/214,214-212,different,same,FALSE,3.39648464806669,1.22274096971164
424,VM1,m,47,12,100,124,212,33,33/212,212-33,different,different,TRUE,2.26413625291025,0.817193340910901
425,VM1,m,47,12,100,125,212,21,21/212,212-21,different,different,TRUE,5.78215682477457,1.75477676615518
426,VM1,m,47,12,100,126,212,212,same,212-212,same,same,TRUE,3.38056577078532,1.21804308329346
427,VM1,m,47,12,100,127,33,33,same,33-33,same,same,TRUE,2.08832696903846,0.736363252127854
428,VM1,m,47,12,100,128,35,21,21/35,35-21,different,different,TRUE,2.0776305814943,0.731228100883745
429,VM1,m,47,12,100,129,21,35,21/35,21-35,different,different,TRUE,2.35798265540507,0.857806446449902
430,VM1,m,47,12,100,130,35,212,35/212,35-212,different,different,TRUE,3.15629244915908,1.14939806318961
431,VM1,m,47,12,100,131,214,33,33/214,214-33,different,different,TRUE,4.02519532227598,1.39257343696665
432,VM1,m,47,12,100,132,212,35,35/212,212-35,different,different,TRUE,2.1797542101267,0.779212122796202
433,VM1,m,47,12,100,133,33,33,same,33-33,same,same,TRUE,2.24332710371527,0.807960078037542
434,VM1,m,47,12,100,134,21,33,33/21,21-33,different,different,TRUE,6.22110378407524,1.82794734825424
435,VM1,m,47,12,100,135,33,35,33/35,33-35,different,different,TRUE,1.98819985402224,0.687229633373835
436,VM1,m,47,12,100,136,21,21,same,21-21,same,same,TRUE,2.79805838568427,1.02892574296063
437,VM1,m,47,12,100,137,21,21,same,21-21,same,same,TRUE,1.86942236429604,0.625629487049896
438,VM1,m,47,12,100,138,214,21,21/214,214-21,different,different,TRUE,3.10855954716681,1.13415945078209
439,VM1,m,47,12,100,139,21,214,21/214,21-214,different,different,TRUE,5.76504760720127,1.75181341165766
440,VM1,m,47,12,100,140,33,214,33/214,33-214,different,different,TRUE,2.33169832569547,0.846596897210825
441,VM1,m,47,12,100,141,21,212,21/212,21-212,different,different,TRUE,5.99560292402748,1.79102635456974
442,VM1,m,47,12,100,142,33,21,33/21,33-21,different,different,TRUE,3.47020108798461,1.24421254270755
443,VM1,m,47,12,100,143,35,214,35/214,35-214,different,different,TRUE,2.96845598242362,1.08804194639687
444,VM1,m,47,12,100,144,212,212,same,212-212,same,same,TRUE,3.34590288207983,1.20773657706265
445,VM1,m,47,12,100,145,35,35,same,35-35,same,same,TRUE,1.98645346578269,0.68635087076919
446,VM1,m,47,12,100,146,214,35,35/214,214-35,different,different,TRUE,2.04166960617295,0.713767907519822
447,VM1,m,47,12,100,147,35,35,same,35-35,same,same,TRUE,2.46606055086886,0.902621958726533
448,VM1,m,47,12,100,148,212,214,212/214,212-214,different,same,FALSE,4.44762502741651,1.49237025200455
449,VM1,m,47,12,100,149,214,214,same,214-214,same,same,TRUE,2.01321239235403,0.699731651451507
450,VM1,m,47,12,100,150,35,33,33/35,35-33,different,different,TRUE,2.8253547611821,1.0386339358935
451,VM2,m,26,12,100,1,21,21,same,21-21,same,different,FALSE,2.01552573149092,0.70088007029633
452,VM2,m,26,12,100,2,21,214,21/214,21-214,different,same,FALSE,1.72541876760079,0.545469784847496
453,VM2,m,26,12,100,3,33,33,same,33-33,same,different,FALSE,1.62437388485705,0.485122439907526
454,VM2,m,26,12,100,4,214,35,35/214,214-35,different,same,FALSE,1.85635876446031,0.618616915500984
455,VM2,m,26,12,100,5,33,212,33/212,33-212,different,same,FALSE,1.99148932349635,0.688882762588964
456,VM2,m,26,12,100,6,21,35,21/35,21-35,different,same,FALSE,2.29550582407683,0.830953221875268
457,VM2,m,26,12,100,7,21,21,same,21-21,same,different,FALSE,2.34354913809511,0.851666505984618
458,VM2,m,26,12,100,8,212,212,same,212-212,same,same,TRUE,2.09938186962972,0.741642953605193
459,VM2,m,26,12,100,9,33,35,33/35,33-35,different,different,TRUE,2.15463777355035,0.767622622908029
460,VM2,m,26,12,100,10,33,21,33/21,33-21,different,different,TRUE,2.59344235379831,0.952986087378295
461,VM2,m,26,12,100,11,214,212,212/214,214-212,different,same,FALSE,2.02829880107311,0.707197412683039
462,VM2,m,26,12,100,12,214,214,same,214-214,same,different,FALSE,2.10231603277498,0.743039609761998
463,VM2,m,26,12,100,13,214,21,21/214,214-21,different,different,TRUE,2.14477834400896,0.763036210914074
464,VM2,m,26,12,100,14,214,214,same,214-214,same,same,TRUE,2.20885341240501,0.792473562980791
465,VM2,m,26,12,100,15,214,33,33/214,214-33,different,different,TRUE,2.28462472854881,0.826201778275941
466,VM2,m,26,12,100,16,35,35,same,35-35,same,different,FALSE,2.05244103135192,0.719029831774319
467,VM2,m,26,12,100,17,35,33,33/35,35-33,different,different,TRUE,2.48289206511981,0.909424036036221
468,VM2,m,26,12,100,18,21,212,21/212,21-212,different,different,TRUE,3.67651348304935,1.3019648800075
469,VM2,m,26,12,100,19,212,35,35/212,212-35,different,different,TRUE,3.35948661444127,1.21178816897997
470,VM2,m,26,12,100,20,33,214,33/214,33-214,different,different,TRUE,2.43414840003243,0.889596962317457
471,VM2,m,26,12,100,21,212,33,33/212,212-33,different,different,TRUE,2.34582207234052,0.852635904362955
472,VM2,m,26,12,100,22,35,212,35/212,35-212,different,different,TRUE,1.90126781501749,0.642520934707882
473,VM2,m,26,12,100,23,35,21,21/35,35-21,different,different,TRUE,1.80636832052551,0.591318376906461
474,VM2,m,26,12,100,24,35,35,same,35-35,same,same,TRUE,2.28379354266508,0.825837894829395
475,VM2,m,26,12,100,25,212,214,212/214,212-214,different,different,TRUE,3.55356851960823,1.2679523153863
476,VM2,m,26,12,100,26,212,21,21/212,212-21,different,different,TRUE,2.45338175931829,0.897467382730431
477,VM2,m,26,12,100,27,212,212,same,212-212,same,same,TRUE,2.5527334856306,0.937164740185928
478,VM2,m,26,12,100,28,33,33,same,33-33,same,same,TRUE,2.01725287933368,0.701736625101357
479,VM2,m,26,12,100,29,35,214,35/214,35-214,different,different,TRUE,2.25482453384029,0.813072157882911
480,VM2,m,26,12,100,30,21,33,33/21,21-33,different,different,TRUE,2.43390532946796,0.889497098766982
481,VM2,m,26,12,100,31,214,212,212/214,214-212,different,different,TRUE,1.99804517392477,0.692169289542724
482,VM2,m,26,12,100,32,212,214,212/214,212-214,different,same,FALSE,3.29806928857579,1.19333723318772
483,VM2,m,26,12,100,33,35,35,same,35-35,same,same,TRUE,1.76327428236254,0.567172468378147
484,VM2,m,26,12,100,34,33,33,same,33-33,same,same,TRUE,1.8460818179301,0.61306545683743
485,VM2,m,26,12,100,35,33,33,same,33-33,same,same,TRUE,1.85633503462304,0.618604132417567
486,VM2,m,26,12,100,36,214,214,same,214-214,same,same,TRUE,2.43373088304361,0.889425422734997
487,VM2,m,26,12,100,37,33,21,33/21,33-21,different,different,TRUE,3.34690402497654,1.20803574687827
488,VM2,m,26,12,100,38,21,21,same,21-21,same,same,TRUE,2.0042636757571,0.695276749296516
489,VM2,m,26,12,100,39,212,35,35/212,212-35,different,different,TRUE,3.48377263474686,1.24811579702918
490,VM2,m,26,12,100,40,35,21,21/35,35-21,different,different,TRUE,2.84622483834391,1.04599349807353
491,VM2,m,26,12,100,41,212,21,21/212,212-21,different,different,TRUE,4.47427877307928,1.49834517071088
492,VM2,m,26,12,100,42,21,214,21/214,21-214,different,different,TRUE,2.48188771550485,0.909019446236456
493,VM2,m,26,12,100,43,212,212,same,212-212,same,different,FALSE,1.97510867626988,0.680623422798647
494,VM2,m,26,12,100,44,212,212,same,212-212,same,same,TRUE,1.94381478408468,0.664652425822627
495,VM2,m,26,12,100,45,214,33,33/214,214-33,different,different,TRUE,2.3368579634116,0.848807276393318
496,VM2,m,26,12,100,46,33,212,33/212,33-212,different,different,TRUE,2.8387845702091,1.04337599233234
497,VM2,m,26,12,100,47,214,214,same,214-214,same,same,TRUE,2.02407937824319,0.705114969155792
498,VM2,m,26,12,100,48,35,33,33/35,35-33,different,different,TRUE,1.96705848700367,0.6765392730796
499,VM2,m,26,12,100,49,212,33,33/212,212-33,different,different,TRUE,2.70912983303424,0.996627488508316
500,VM2,m,26,12,100,50,35,214,35/214,35-214,different,different,TRUE,3.37628221325576,1.21677516721379
501,VM2,m,26,12,100,51,21,33,33/21,21-33,different,different,TRUE,2.79600350944384,1.02819107953667
502,VM2,m,26,12,100,52,214,21,21/214,214-21,different,different,TRUE,3.49870640282461,1.25239330098378
503,VM2,m,26,12,100,53,33,35,33/35,33-35,different,different,TRUE,2.79167890570534,1.02664317316667
504,VM2,m,26,12,100,54,214,35,35/214,214-35,different,different,TRUE,1.81013046282169,0.593398921587186
505,VM2,m,26,12,100,55,21,212,21/212,21-212,different,different,TRUE,3.38926243796595,1.22061232779904
506,VM2,m,26,12,100,56,33,214,33/214,33-214,different,different,TRUE,1.9198617512011,0.652253178864474
507,VM2,m,26,12,100,57,21,35,21/35,21-35,different,different,TRUE,1.69617013142852,0.52837284568095
508,VM2,m,26,12,100,58,35,35,same,35-35,same,same,TRUE,2.01307129599445,0.699661563812104
509,VM2,m,26,12,100,59,35,212,35/212,35-212,different,different,TRUE,1.56761915267271,0.449558005100231
510,VM2,m,26,12,100,60,21,21,same,21-21,same,same,TRUE,2.22419700132741,0.799395952198931
511,VM2,m,26,12,100,61,35,35,same,35-35,same,same,TRUE,1.72785524537903,0.546880896837676
512,VM2,m,26,12,100,62,33,21,33/21,33-21,different,different,TRUE,3.75265613917145,1.32246389303264
513,VM2,m,26,12,100,63,214,214,same,214-214,same,same,TRUE,2.23699572478654,0.80513377136917
514,VM2,m,26,12,100,64,214,35,35/214,214-35,different,different,TRUE,2.39644360185775,0.873985805794941
515,VM2,m,26,12,100,65,21,33,33/21,21-33,different,different,TRUE,1.96207265437988,0.674001391232208
516,VM2,m,26,12,100,66,33,214,33/214,33-214,different,different,TRUE,2.40622029760561,0.878057175125559
517,VM2,m,26,12,100,67,21,214,21/214,21-214,different,different,TRUE,2.35159355522774,0.855093206951859
518,VM2,m,26,12,100,68,212,35,35/212,212-35,different,different,TRUE,1.80466810926737,0.590376701896067
519,VM2,m,26,12,100,69,35,35,same,35-35,same,same,TRUE,1.7142817745771,0.538994202566689
520,VM2,m,26,12,100,70,21,212,21/212,21-212,different,different,TRUE,2.82478781029931,1.03843325037893
521,VM2,m,26,12,100,71,33,35,33/35,33-35,different,different,TRUE,2.19660304076388,0.786912094675928
522,VM2,m,26,12,100,72,35,33,33/35,35-33,different,different,TRUE,1.72382181324065,0.544543810310889
523,VM2,m,26,12,100,73,214,33,33/214,214-33,different,different,TRUE,2.64648112065333,0.973230878586827
524,VM2,m,26,12,100,74,33,33,same,33-33,same,same,TRUE,2.03876494499855,0.712344205397609
525,VM2,m,26,12,100,75,21,35,21/35,21-35,different,different,TRUE,2.56157253187848,0.940621340169749
526,VM2,m,26,12,100,76,212,33,33/212,212-33,different,different,TRUE,2.43431130220415,0.889663883759452
527,VM2,m,26,12,100,77,214,212,212/214,214-212,different,same,FALSE,1.7217400004447,0.543335407639946
528,VM2,m,26,12,100,78,212,212,same,212-212,same,same,TRUE,2.04460825875867,0.7152062106355
529,VM2,m,26,12,100,79,21,21,same,21-21,same,same,TRUE,1.61282322292391,0.477986197925613
530,VM2,m,26,12,100,80,35,214,35/214,35-214,different,different,TRUE,1.66427786236454,0.509391313052717
531,VM2,m,26,12,100,81,212,214,212/214,212-214,different,same,FALSE,3.31398880720371,1.1981525415707
532,VM2,m,26,12,100,82,212,21,21/212,212-21,different,different,TRUE,1.84256851831742,0.611160532079148
