,subject,sex,age,lop,viet,trial,tone1,tone2,group,pair,actual,response,correct,rt,logrt
1441,VF5,f,47,12,100,91,212,33,33/212,212-33,different,same,FALSE,1.84753703459864,0.613853419430182
1442,VF5,f,47,12,100,92,21,214,21/214,21-214,different,different,TRUE,1.8742933957983,0.628231732820229
1443,VF5,f,47,12,100,93,214,35,35/214,214-35,different,same,FALSE,2.37563060456887,0.865262919956223
1444,VF5,f,47,12,100,94,212,212,same,212-212,same,same,TRUE,1.99536306019581,0.690826018845113
1445,VF5,f,47,12,100,95,212,21,21/212,212-21,different,same,FALSE,1.68142363672087,0.519640837382154
1446,VF5,f,47,12,100,96,35,35,same,35-35,same,different,FALSE,1.99380651069805,0.690045631073123
1447,VF5,f,47,12,100,97,214,212,212/214,214-212,different,same,FALSE,8.74263573149801,2.16821171531363
1448,VF5,f,47,12,100,98,35,33,33/35,35-33,different,different,TRUE,2.51223177259089,0.921171510508487
1449,VF5,f,47,12,100,99,21,33,33/21,21-33,different,different,TRUE,3.15224683143606,1.14811547839536
1450,VF5,f,47,12,100,100,214,214,same,214-214,same,same,TRUE,2.29151407949394,0.829212769174191
1451,VF5,f,47,12,100,101,33,21,33/21,33-21,different,different,TRUE,2.72259684020537,1.00158614551574
1452,VF5,f,47,12,100,102,33,33,same,33-33,same,same,TRUE,2.02900620696892,0.707546119966113
1453,VF5,f,47,12,100,103,35,21,21/35,35-21,different,different,TRUE,2.3731024141598,0.864198134617498
1454,VF5,f,47,12,100,104,21,21,same,21-21,same,same,TRUE,2.09151125756034,0.737886894415079
1455,VF5,f,47,12,100,105,21,212,21/212,21-212,different,different,TRUE,2.19367593241623,0.785578644660906
1456,VF5,f,47,12,100,106,214,21,21/214,214-21,different,different,TRUE,3.27165604809124,1.18529629343852
1457,VF5,f,47,12,100,107,21,21,same,21-21,same,same,TRUE,2.06580414027849,0.725519564789417
1458,VF5,f,47,12,100,108,212,214,212/214,212-214,different,different,TRUE,2.16408225147461,0.771996369261269
1459,VF5,f,47,12,100,109,35,35,same,35-35,same,different,FALSE,2.50536935823038,0.918436172062744
1460,VF5,f,47,12,100,110,214,214,same,214-214,same,same,TRUE,1.9287181138352,0.65685559252239
1461,VF5,f,47,12,100,111,35,212,35/212,35-212,different,same,FALSE,1.56623320150538,0.44867350187478
1462,VF5,f,47,12,100,112,212,212,same,212-212,same,same,TRUE,1.73635117089725,0.551785883164034
1463,VF5,f,47,12,100,113,33,212,33/212,33-212,different,same,FALSE,1.97615599614801,0.681153541628683
1464,VF5,f,47,12,100,114,33,35,33/35,33-35,different,different,TRUE,2.33995695278281,0.850132532953736
1465,VF5,f,47,12,100,115,33,214,33/214,33-214,different,different,TRUE,1.9069264208083,0.645492742134164
1466,VF5,f,47,12,100,116,212,35,35/212,212-35,different,different,TRUE,2.52427755451936,0.925954904766003
1467,VF5,f,47,12,100,117,33,33,same,33-33,same,same,TRUE,2.02929673720791,0.707689298158324
1468,VF5,f,47,12,100,118,214,33,33/214,214-33,different,same,FALSE,1.96037885657279,0.673137748733305
1469,VF5,f,47,12,100,119,21,35,21/35,21-35,different,different,TRUE,2.19191351049813,0.784774911417784
1470,VF5,f,47,12,100,120,35,214,35/214,35-214,different,different,TRUE,2.55591456743423,0.938410111635177
1471,VF5,f,47,12,100,121,212,21,21/212,212-21,different,different,TRUE,2.06610557343811,0.725665469797533
1472,VF5,f,47,12,100,122,21,21,same,21-21,same,same,TRUE,2.20671772645437,0.791506219889711
1473,VF5,f,47,12,100,123,212,33,33/212,212-33,different,different,TRUE,1.90742731292266,0.64575537751211
1474,VF5,f,47,12,100,124,21,35,21/35,21-35,different,different,TRUE,1.91642605459492,0.65046202152767
1475,VF5,f,47,12,100,125,214,35,35/214,214-35,different,different,TRUE,1.98609431137447,0.686170052599421
1476,VF5,f,47,12,100,126,214,214,same,214-214,same,same,TRUE,1.99860058055492,0.692447225926307
1477,VF5,f,47,12,100,127,35,35,same,35-35,same,same,TRUE,2.22938165157393,0.801724260731359
1478,VF5,f,47,12,100,128,21,21,same,21-21,same,same,TRUE,2.26675294923189,0.818348388627063
1479,VF5,f,47,12,100,129,214,212,212/214,214-212,different,same,FALSE,1.97792996231874,0.682050824241345
1480,VF5,f,47,12,100,130,33,214,33/214,33-214,different,same,FALSE,2.2007775692764,0.788810738499042
1481,VF5,f,47,12,100,131,33,35,33/35,33-35,different,different,TRUE,2.13895619471441,0.760317950561163
1482,VF5,f,47,12,100,132,33,21,33/21,33-21,different,different,TRUE,2.00747554222471,0.696877983563922
1483,VF5,f,47,12,100,133,35,212,35/212,35-212,different,different,TRUE,2.2585783386312,0.81473556164389
1484,VF5,f,47,12,100,134,212,212,same,212-212,same,same,TRUE,2.43280349508859,0.889044294032646
1485,VF5,f,47,12,100,135,212,35,35/212,212-35,different,different,TRUE,1.73595738376025,0.551559067411638
1486,VF5,f,47,12,100,136,33,33,same,33-33,same,same,TRUE,2.20449738267052,0.790499538548434
1487,VF5,f,47,12,100,137,33,33,same,33-33,same,same,TRUE,2.81561333950958,1.03518012045534
1488,VF5,f,47,12,100,138,21,212,21/212,21-212,different,different,TRUE,2.15746354902512,0.768933248826987
1489,VF5,f,47,12,100,139,35,35,same,35-35,same,same,TRUE,2.60680161466007,0.958124034879023
1490,VF5,f,47,12,100,140,35,21,21/35,35-21,different,different,TRUE,1.7934804498218,0.584158117357496
1491,VF5,f,47,12,100,141,214,21,21/214,214-21,different,different,TRUE,1.92608217708766,0.655487979697107
1492,VF5,f,47,12,100,142,21,214,21/214,21-214,different,different,TRUE,1.74654410095536,0.557639035993964
1493,VF5,f,47,12,100,143,214,214,same,214-214,same,same,TRUE,2.15160291890788,0.766213108038025
1494,VF5,f,47,12,100,144,33,212,33/212,33-212,different,different,TRUE,2.78642242457136,1.02475848790239
1495,VF5,f,47,12,100,145,35,33,33/35,35-33,different,different,TRUE,2.88668358112045,1.06010829339962
1496,VF5,f,47,12,100,146,35,214,35/214,35-214,different,different,TRUE,1.9315515854687,0.658323610232586
1497,VF5,f,47,12,100,147,214,33,33/214,214-33,different,different,TRUE,2.34129416156793,0.850703836987134
1498,VF5,f,47,12,100,148,21,33,33/21,21-33,different,different,TRUE,3.74700202282111,1.32095605966225
1499,VF5,f,47,12,100,149,212,212,same,212-212,same,different,FALSE,2.59315182354476,0.952874056151667
1500,VF5,f,47,12,100,150,212,214,212/214,212-214,different,different,TRUE,1.95707271208812,0.671449842597562
