subject,item,repetition,window,duration,sF0,strF0,pF0,CPP,H1H2c,H2H4c,H1A1c,H1A2c,H1A3c,H42Kc,H2KH5Kc,Energy,HNR05,HNR15,HNR25,HNR35,onset,nuc,coda,asp,tone,voicing,semitones,register,contour,manner,pct
M2,waa2,3,11,127.282,104.190777777778,105.113222222222,104.626444444444,27.0171111111111,-6.27388888888889,6.336,12.1263333333333,10.3328888888889,14.1397777777778,5.08444444444444,24.4862222222222,0.0822222222222222,51.1516666666667,43.0575555555556,42.8663333333333,43.2472222222222,w,aa,,unasp,21,voiced,-3.98458404746088,low,falling,sonorant,1
M2,baa5,3,1,128.025,NA,103.8549,NA,18.469,-2.9678,10.1249,16.3207,18.0528,6.976,-6.0538,34.14,0.051,21.3587,21.5629,29.68,33.6409,b,aa,,unasp,34,voiced,-4.19308250963447,high,rising,obstruent,0
M2,baa5,3,2,128.025,107.635,106.6656,NA,20.1353,-4.9134,6.3679,13.0852,14.9774,4.9126,1.3533,28.9228,0.0708,23.0255,20.5747,28.9047,33.0095,b,aa,,unasp,34,voiced,-3.73077421186565,high,rising,obstruent,0.1
M2,baa5,3,3,128.025,107.186,106.6735,107.647166666667,20.6623,-7.3564,5.5101,11.1368,11.7636,4.2406,3.2574,26.666,0.0857,28.9622,24.2512,31.0584,35.0781,b,aa,,unasp,34,voiced,-3.72949205130588,high,rising,obstruent,0.2
M2,baa5,3,4,128.025,107.0961,106.9751,107.2627,24.2357,-8.5031,6.1485,10.3924,9.2269,4.2242,1.2033,26.0666,0.0971,39.347,32.8335,37.5123,40.6257,b,aa,,unasp,34,voiced,-3.68061360922497,high,rising,obstruent,0.3
M2,baa5,3,5,128.025,107.2998,106.933,107.1673,28.0644,-7.8823,5.7401,10.3614,7.9834,4.5919,0.0743,25.8951,0.1021,47.4732,40.5107,44.0213,46.5962,b,aa,,unasp,34,voiced,-3.68742821366554,high,rising,obstruent,0.4
M2,baa5,3,6,128.025,108.2124,107.5562,107.1452,27.8463,-6.9794,5.2181,10.6042,8.0461,5.2254,0.8544,25.0979,0.1055,47.802,40.3277,42.6412,45.1143,b,aa,,unasp,34,voiced,-3.58682565694722,high,rising,obstruent,0.5
M2,baa5,3,7,128.025,109.6288,109.1684,107.8382,27.0254,-7.1186,5.1633,10.4626,8.2144,6.0457,4.4376,19.5869,0.1016,49.0045,40.174,40.7279,42.2721,b,aa,,unasp,34,voiced,-3.32925018836445,high,rising,obstruent,0.6
M2,baa5,3,8,128.025,111.5971,111.5365,109.1495,27.126,-7.2778,5.6263,10.66,9.0591,7.8059,6.1063,15.2077,0.0953,46.9971,38.2351,39.1661,41.3297,b,aa,,unasp,34,voiced,-2.95772307753404,high,rising,obstruent,0.7
M2,baa5,3,9,128.025,113.8116,114.2248,110.9166,26.3291,-7.2097,6.2252,10.975,10.5614,10.446,5.3164,14.4184,0.0863,41.0089,33.0503,35.3665,39.1208,b,aa,,unasp,34,voiced,-2.54540294246258,high,rising,obstruent,0.8
M2,baa5,3,10,128.025,115.7886,116.6409,113.2761,25.7256,-7.1541,6.6608,11.575,12.1294,12.2387,6.2302,13.2711,0.0761,41.6712,33.7905,35.9685,39.6055,b,aa,,unasp,34,voiced,-2.18302886060425,high,rising,obstruent,0.9
M2,baa5,3,11,128.025,117.2654,118.543,114.7036,25.4796,-7.057,7.1134,13.1374,13.3054,13.1862,5.9898,13.7764,0.062,43.7706,36.1446,38,41.1164,b,aa,,unasp,34,voiced,-1.90298825521311,high,rising,obstruent,1
M2,maa6,3,1,128.556,NA,106.1354,111.159,15.3084,-6.899,12.8292,18.5778,14.8435,3.7912,-7.206,32.1695,0.0232,29.354,26.6804,34.9125,39.1219,m,aa,,unasp,25,voiced,-3.81704280949238,low,rising,sonorant,0
M2,maa6,3,2,128.556,NA,103.1498,NA,18.6807,-7.0571,8.328,16.8403,16.107,9.2052,4.1163,24.9529,0.0273,31.9186,27.312,35.4363,40.4725,m,aa,,unasp,25,voiced,-4.31102165294336,low,rising,sonorant,0.1
